item;cond;NP1;le;C.VB;A;NP2;inf;ADV;ADJ;PP;item.1;cond.1;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence;adj_tokenization_len;adj_surprisal;sentence_surprisal
5;F;Carlos;le;impidió;a;Lucía;ser;siempre tan;competitiva;en el trabajo;5;F;object;grammatical;mismatch;impidió;fem;ser;Carlos le impidió a Lucía ser siempre tan competitiva en el trabajo.;1.0;6.300435543060303;39.53647470474243
5;G;Dolores;le;impidió;a;Alejandro;ser;siempre tan;competitiva;en el trabajo;5;G;object;ungrammatical;match;impidió;fem;ser;Dolores le impidió a Alejandro ser siempre tan competitiva en el trabajo.;1.0;10.644214630126953;51.378769874572754
5;H;Carlos;le;impidió;a;Alejandro;ser;siempre tan;competitiva;en el trabajo;5;H;object;ungrammatical;mismatch;impidió;fem;ser;Carlos le impidió a Alejandro ser siempre tan competitiva en el trabajo.;1.0;10.669835090637207;48.90326547622681
6;A;Miguel;le;desmintió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;A;subject;grammatical;match;desmintió;masc;ser;Miguel le desmintió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.2377643585205078;37.69432878494263
6;B;Miguel;le;desmintió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;B;subject;grammatical;mismatch;desmintió;masc;ser;Miguel le desmintió a Paula ser demasiado codicioso con los beneficios.;2.0;1.154083251953125;36.481021881103516
6;C;Sara;le;desmintió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;C;subject;ungrammatical;match;desmintió;masc;ser;Sara le desmintió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.3427562713623047;41.951436042785645
6;D;Sara;le;desmintió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;D;subject;ungrammatical;mismatch;desmintió;masc;ser;Sara le desmintió a Paula ser demasiado codicioso con los beneficios.;2.0;2.674224853515625;44.93813419342041
6;E;Miguel;le;prohibió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;E;object;grammatical;match;prohibió;masc;ser;Miguel le prohibió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.26993560791015625;42.85193157196045
6;F;Sara;le;prohibió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;F;object;grammatical;mismatch;prohibió;masc;ser;Sara le prohibió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.29666709899902344;45.830352783203125
6;G;Miguel;le;prohibió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;G;object;ungrammatical;match;prohibió;masc;ser;Miguel le prohibió a Paula ser demasiado codicioso con los beneficios.;2.0;1.6982669830322266;46.600762367248535
6;H;Sara;le;prohibió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;H;object;ungrammatical;mismatch;prohibió;masc;ser;Sara le prohibió a Paula ser demasiado codicioso con los beneficios.;2.0;3.427703857421875;50.78488731384277
7;A;Elena;le;juró;a;Pilar;ser;absolutamente;honesta;en la declaración;7;A;subject;grammatical;match;juró;fem;ser;Elena le juró a Pilar ser absolutamente honesta en la declaración.;1.0;3.803354263305664;36.312467098236084
7;B;Elena;le;juró;a;Ángel;ser;absolutamente;honesta;en la declaración;7;B;subject;grammatical;mismatch;juró;fem;ser;Elena le juró a Ángel ser absolutamente honesta en la declaración.;1.0;3.909914970397949;32.89071750640869
7;C;Pedro;le;juró;a;Pilar;ser;absolutamente;honesta;en la declaración;7;C;subject;ungrammatical;match;juró;fem;ser;Pedro le juró a Pilar ser absolutamente honesta en la declaración.;1.0;6.249363422393799;39.696176052093506
7;D;Pedro;le;juró;a;Ángel;ser;absolutamente;honesta;en la declaración;7;D;subject;ungrammatical;mismatch;juró;fem;ser;Pedro le juró a Ángel ser absolutamente honesta en la declaración.;1.0;7.379800319671631;49.31478834152222
7;E;Elena;le;exigió;a;Pilar;ser;absolutamente;honesta;en la declaración;7;E;object;grammatical;match;exigió;fem;ser;Elena le exigió a Pilar ser absolutamente honesta en la declaración.;1.0;3.199183464050293;37.25249671936035
7;F;Pedro;le;exigió;a;Pilar;ser;absolutamente;honesta;en la declaración;7;F;object;grammatical;mismatch;exigió;fem;ser;Pedro le exigió a Pilar ser absolutamente honesta en la declaración.;1.0;3.2614145278930664;38.66373825073242
7;G;Elena;le;exigió;a;Ángel;ser;absolutamente;honesta;en la declaración;7;G;object;ungrammatical;match;exigió;fem;ser;Elena le exigió a Ángel ser absolutamente honesta en la declaración.;1.0;3.964540481567383;35.247891426086426
7;H;Pedro;le;exigió;a;Ángel;ser;absolutamente;honesta;en la declaración;7;H;object;ungrammatical;mismatch;exigió;fem;ser;Pedro le exigió a Ángel ser absolutamente honesta en la declaración.;1.0;6.138496398925781;46.75809860229492
8;A;Pablo;le;aseguró;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;A;subject;grammatical;match;aseguró;masc;ser;Pablo le aseguró a Fernando ser totalmente sincero sobre lo ocurrido.;1.0;1.429305076599121;28.542627334594727
8;B;Pablo;le;aseguró;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;B;subject;grammatical;mismatch;aseguró;masc;ser;Pablo le aseguró a Manuela ser totalmente sincero sobre lo ocurrido.;1.0;1.856276512145996;32.69277858734131
8;C;Raquel;le;aseguró;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;C;subject;ungrammatical;match;aseguró;masc;ser;Raquel le aseguró a Fernando ser totalmente sincero sobre lo ocurrido.;1.0;3.4158077239990234;30.56724739074707
8;D;Raquel;le;aseguró;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;D;subject;ungrammatical;mismatch;aseguró;masc;ser;Raquel le aseguró a Manuela ser totalmente sincero sobre lo ocurrido.;1.0;4.97998046875;38.91795253753662
8;E;Pablo;le;ordenó;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;E;object;grammatical;match;ordenó;masc;ser;Pablo le ordenó a Fernando ser totalmente sincero sobre lo ocurrido.;1.0;1.4759302139282227;27.16190242767334
8;F;Raquel;le;ordenó;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;F;object;grammatical;mismatch;ordenó;masc;ser;Raquel le ordenó a Fernando ser totalmente sincero sobre lo ocurrido.;1.0;1.1939029693603516;26.32371425628662
8;G;Pablo;le;ordenó;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;G;object;ungrammatical;match;ordenó;masc;ser;Pablo le ordenó a Manuela ser totalmente sincero sobre lo ocurrido.;1.0;3.936253547668457;34.09765148162842
8;H;Raquel;le;ordenó;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;H;object;ungrammatical;mismatch;ordenó;masc;ser;Raquel le ordenó a Manuela ser totalmente sincero sobre lo ocurrido.;1.0;4.466791152954102;36.47009563446045
9;A;Mercedes;le;confesó;a;Juana;ser;un poco;despreocupada;con el papeleo;9;A;subject;grammatical;match;confesó;fem;ser;Mercedes le confesó a Juana ser un poco despreocupada con el papeleo.;3.0;0.04189300537109375;26.63581085205078
9;B;Mercedes;le;confesó;a;Luis;ser;un poco;despreocupada;con el papeleo;9;B;subject;grammatical;mismatch;confesó;fem;ser;Mercedes le confesó a Luis ser un poco despreocupada con el papeleo.;3.0;0.4813575744628906;22.532197952270508
9;C;Sergio;le;confesó;a;Juana;ser;un poco;despreocupada;con el papeleo;9;C;subject;ungrammatical;match;confesó;fem;ser;Sergio le confesó a Juana ser un poco despreocupada con el papeleo.;3.0;1.3084144592285156;40.850613594055176
9;D;Sergio;le;confesó;a;Luis;ser;un poco;despreocupada;con el papeleo;9;D;subject;ungrammatical;mismatch;confesó;fem;ser;Sergio le confesó a Luis ser un poco despreocupada con el papeleo.;3.0;4.760061264038086;38.50113773345947
9;E;Mercedes;le;permitió;a;Juana;ser;un poco;despreocupada;con el papeleo;9;E;object;grammatical;match;permitió;fem;ser;Mercedes le permitió a Juana ser un poco despreocupada con el papeleo.;3.0;0.017303466796875;28.837252140045166
9;F;Sergio;le;permitió;a;Juana;ser;un poco;despreocupada;con el papeleo;9;F;object;grammatical;mismatch;permitió;fem;ser;Sergio le permitió a Juana ser un poco despreocupada con el papeleo.;3.0;0.025714874267578125;32.21704959869385
9;G;Mercedes;le;permitió;a;Luis;ser;un poco;despreocupada;con el papeleo;9;G;object;ungrammatical;match;permitió;fem;ser;Mercedes le permitió a Luis ser un poco despreocupada con el papeleo.;3.0;4.14262580871582;29.659197330474854
9;H;Sergio;le;permitió;a;Luis;ser;un poco;despreocupada;con el papeleo;9;H;object;ungrammatical;mismatch;permitió;fem;ser;Sergio le permitió a Luis ser un poco despreocupada con el papeleo.;3.0;5.074436187744141;35.33665418624878
10;A;Jorge;le;expresó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;A;subject;grammatical;match;expresó;masc;ser;Jorge le expresó a Alberto ser muy comprensivo con las circunstancias.;2.0;0.08777427673339844;28.616875648498535
10;B;Jorge;le;expresó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;B;subject;grammatical;mismatch;expresó;masc;ser;Jorge le expresó a Beatriz ser muy comprensivo con las circunstancias.;2.0;0.22701644897460938;32.3825626373291
10;C;Teresa;le;expresó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;C;subject;ungrammatical;match;expresó;masc;ser;Teresa le expresó a Alberto ser muy comprensivo con las circunstancias.;2.0;0.9339008331298828;31.214941024780273
10;D;Teresa;le;expresó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;D;subject;ungrammatical;mismatch;expresó;masc;ser;Teresa le expresó a Beatriz ser muy comprensivo con las circunstancias.;2.0;2.5397186279296875;37.16944408416748
10;E;Jorge;le;encargó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;E;object;grammatical;match;encargó;masc;ser;Jorge le encargó a Alberto ser muy comprensivo con las circunstancias.;2.0;0.025302886962890625;26.226112365722656
10;F;Teresa;le;encargó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;F;object;grammatical;mismatch;encargó;masc;ser;Teresa le encargó a Alberto ser muy comprensivo con las circunstancias.;2.0;0.1081695556640625;28.249123573303223
10;G;Jorge;le;encargó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;G;object;ungrammatical;match;encargó;masc;ser;Jorge le encargó a Beatriz ser muy comprensivo con las circunstancias.;2.0;0.9447479248046875;30.829769134521484
10;H;Teresa;le;encargó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;H;object;ungrammatical;mismatch;encargó;masc;ser;Teresa le encargó a Beatriz ser muy comprensivo con las circunstancias.;2.0;2.6738052368164062;33.62816143035889
11;A;Nuria;le;declaró;a;Julia;ser;más;productiva;a última hora;11;A;subject;grammatical;match;declaró;fem;ser;Nuria le declaró a Julia ser más productiva a última hora.;1.0;6.3040690422058105;30.932762145996094
11;B;Nuria;le;declaró;a;Diego;ser;más;productiva;a última hora;11;B;subject;grammatical;mismatch;declaró;fem;ser;Nuria le declaró a Diego ser más productiva a última hora.;1.0;6.061364650726318;35.06436014175415
11;C;Álvaro;le;declaró;a;Julia;ser;más;productiva;a última hora;11;C;subject;ungrammatical;match;declaró;fem;ser;Álvaro le declaró a Julia ser más productiva a última hora.;1.0;6.0848917961120605;34.79220247268677
11;D;Álvaro;le;declaró;a;Diego;ser;más;productiva;a última hora;11;D;subject;ungrammatical;mismatch;declaró;fem;ser;Álvaro le declaró a Diego ser más productiva a última hora.;1.0;8.5357084274292;42.64475631713867
11;E;Nuria;le;mandó;a;Julia;ser;más;productiva;a última hora;11;E;object;grammatical;match;mandó;fem;ser;Nuria le mandó a Julia ser más productiva a última hora.;1.0;5.786364555358887;27.94115924835205
11;F;Álvaro;le;mandó;a;Julia;ser;más;productiva;a última hora;11;F;object;grammatical;mismatch;mandó;fem;ser;Álvaro le mandó a Julia ser más productiva a última hora.;1.0;5.5558319091796875;33.109646797180176
11;G;Nuria;le;mandó;a;Diego;ser;más;productiva;a última hora;11;G;object;ungrammatical;match;mandó;fem;ser;Nuria le mandó a Diego ser más productiva a última hora.;1.0;7.521282196044922;38.022993087768555
11;H;Álvaro;le;mandó;a;Diego;ser;más;productiva;a última hora;11;H;object;ungrammatical;mismatch;mandó;fem;ser;Álvaro le mandó a Diego ser más productiva a última hora.;1.0;8.384742736816406;41.3716926574707
12;A;Adrián;le;manifestó;a;Raúl;ser;algo;desconfiado;con los compañeros;12;A;subject;grammatical;match;manifestó;masc;ser;Adrián le manifestó a Raúl ser algo desconfiado con los compañeros.;2.0;0.04125785827636719;26.639029502868652
12;B;Adrián;le;manifestó;a;Irene;ser;algo;desconfiado;con los compañeros;12;B;subject;grammatical;mismatch;manifestó;masc;ser;Adrián le manifestó a Irene ser algo desconfiado con los compañeros.;2.0;0.1445026397705078;29.740985870361328
12;C;Silvia;le;manifestó;a;Raúl;ser;algo;desconfiado;con los compañeros;12;C;subject;ungrammatical;match;manifestó;masc;ser;Silvia le manifestó a Raúl ser algo desconfiado con los compañeros.;2.0;0.2348957061767578;34.89857053756714
12;D;Silvia;le;manifestó;a;Irene;ser;algo;desconfiado;con los compañeros;12;D;subject;ungrammatical;mismatch;manifestó;masc;ser;Silvia le manifestó a Irene ser algo desconfiado con los compañeros.;2.0;1.853973388671875;38.76738739013672
12;E;Adrián;le;consintió;a;Raúl;ser;algo;desconfiado;con los compañeros;12;E;object;grammatical;match;consintió;masc;ser;Adrián le consintió a Raúl ser algo desconfiado con los compañeros.;2.0;0.04879188537597656;22.099514961242676
12;F;Silvia;le;consintió;a;Raúl;ser;algo;desconfiado;con los compañeros;12;F;object;grammatical;mismatch;consintió;masc;ser;Silvia le consintió a Raúl ser algo desconfiado con los compañeros.;2.0;0.0580902099609375;33.85771369934082
12;G;Adrián;le;consintió;a;Irene;ser;algo;desconfiado;con los compañeros;12;G;object;ungrammatical;match;consintió;masc;ser;Adrián le consintió a Irene ser algo desconfiado con los compañeros.;2.0;0.8387775421142578;26.490242958068848
12;H;Silvia;le;consintió;a;Irene;ser;algo;desconfiado;con los compañeros;12;H;object;ungrammatical;mismatch;consintió;masc;ser;Silvia le consintió a Irene ser algo desconfiado con los compañeros.;2.0;2.1888809204101562;36.708271503448486
13;A;Enrique;le;prometió;a;Iván;estar;mucho más;espabilado;antes de conducir;13;A;subject;grammatical;match;prometió;masc;estar;Enrique le prometió a Iván estar mucho más espabilado antes de conducir.;3.0;0.0054759979248046875;33.00121545791626
13;B;Enrique;le;prometió;a;Alba;estar;mucho más;espabilado;antes de conducir;13;B;subject;grammatical;mismatch;prometió;masc;estar;Enrique le prometió a Alba estar mucho más espabilado antes de conducir.;3.0;2.5823974609375;37.39224338531494
13;C;Patricia;le;prometió;a;Iván;estar;mucho más;espabilado;antes de conducir;13;C;subject;ungrammatical;match;prometió;masc;estar;Patricia le prometió a Iván estar mucho más espabilado antes de conducir.;3.0;0.06162452697753906;33.1879620552063
13;D;Patricia;le;prometió;a;Alba;estar;mucho más;espabilado;antes de conducir;13;D;subject;ungrammatical;mismatch;prometió;masc;estar;Patricia le prometió a Alba estar mucho más espabilado antes de conducir.;3.0;2.9485816955566406;40.46616268157959
13;E;Enrique;le;aconsejó;a;Iván;estar;mucho más;espabilado;antes de conducir;13;E;object;grammatical;match;aconsejó;masc;estar;Enrique le aconsejó a Iván estar mucho más espabilado antes de conducir.;3.0;0.009002685546875;23.900665760040283
13;F;Patricia;le;aconsejó;a;Iván;estar;mucho más;espabilado;antes de conducir;13;F;object;grammatical;mismatch;aconsejó;masc;estar;Patricia le aconsejó a Iván estar mucho más espabilado antes de conducir.;3.0;0.011974334716796875;22.487721920013428
13;G;Enrique;le;aconsejó;a;Alba;estar;mucho más;espabilado;antes de conducir;13;G;object;ungrammatical;match;aconsejó;masc;estar;Enrique le aconsejó a Alba estar mucho más espabilado antes de conducir.;3.0;2.0051708221435547;27.18577814102173
13;H;Patricia;le;aconsejó;a;Alba;estar;mucho más;espabilado;antes de conducir;13;H;object;ungrammatical;mismatch;aconsejó;masc;estar;Patricia le aconsejó a Alba estar mucho más espabilado antes de conducir.;3.0;2.4714717864990234;27.36667823791504
14;A;Rosa;le;reconoció;a;Andrea;estar;muy;confundida;por los cambios;14;A;subject;grammatical;match;reconoció;fem;estar;Rosa le reconoció a Andrea estar muy confundida por los cambios.;2.0;0.016504287719726562;27.240548133850098
14;B;Rosa;le;reconoció;a;Rubén;estar;muy;confundida;por los cambios;14;B;subject;grammatical;mismatch;reconoció;fem;estar;Rosa le reconoció a Rubén estar muy confundida por los cambios.;2.0;0.07005786895751953;30.57829713821411
14;C;Ramón;le;reconoció;a;Andrea;estar;muy;confundida;por los cambios;14;C;subject;ungrammatical;match;reconoció;fem;estar;Ramón le reconoció a Andrea estar muy confundida por los cambios.;2.0;0.05629158020019531;34.65308094024658
14;D;Ramón;le;reconoció;a;Rubén;estar;muy;confundida;por los cambios;14;D;subject;ungrammatical;mismatch;reconoció;fem;estar;Ramón le reconoció a Rubén estar muy confundida por los cambios.;2.0;0.4359006881713867;42.4047794342041
14;E;Rosa;le;recriminó;a;Andrea;estar;muy;confundida;por los cambios;14;E;object;grammatical;match;recriminó;fem;estar;Rosa le recriminó a Andrea estar muy confundida por los cambios.;2.0;0.013502120971679688;24.859464645385742
14;F;Ramón;le;recriminó;a;Andrea;estar;muy;confundida;por los cambios;14;F;object;grammatical;mismatch;recriminó;fem;estar;Ramón le recriminó a Andrea estar muy confundida por los cambios.;2.0;0.03261375427246094;30.26773166656494
14;G;Rosa;le;recriminó;a;Rubén;estar;muy;confundida;por los cambios;14;G;object;ungrammatical;match;recriminó;fem;estar;Rosa le recriminó a Rubén estar muy confundida por los cambios.;2.0;0.09892940521240234;28.021977424621582
14;H;Ramón;le;recriminó;a;Rubén;estar;muy;confundida;por los cambios;14;H;object;ungrammatical;mismatch;recriminó;fem;estar;Ramón le recriminó a Rubén estar muy confundida por los cambios.;2.0;0.3120431900024414;37.752360343933105
15;A;Vicente;le;reveló;a;Óscar;estar;muy;inquieto;por el juicio;15;A;subject;grammatical;match;reveló;masc;estar;Vicente le reveló a Óscar estar muy inquieto por el juicio.;2.0;0.03759956359863281;32.65037727355957
15;B;Vicente;le;reveló;a;Mónica;estar;muy;inquieto;por el juicio;15;B;subject;grammatical;mismatch;reveló;masc;estar;Vicente le reveló a Mónica estar muy inquieto por el juicio.;2.0;0.021131515502929688;34.58288383483887
15;C;Rocío;le;reveló;a;Óscar;estar;muy;inquieto;por el juicio;15;C;subject;ungrammatical;match;reveló;masc;estar;Rocío le reveló a Óscar estar muy inquieto por el juicio.;2.0;0.8093013763427734;37.87515878677368
15;D;Rocío;le;reveló;a;Mónica;estar;muy;inquieto;por el juicio;15;D;subject;ungrammatical;mismatch;reveló;masc;estar;Rocío le reveló a Mónica estar muy inquieto por el juicio.;2.0;0.4405651092529297;53.3711519241333
15;E;Vicente;le;reprochó;a;Óscar;estar;muy;inquieto;por el juicio;15;E;object;grammatical;match;reprochó;masc;estar;Vicente le reprochó a Óscar estar muy inquieto por el juicio.;2.0;0.03545188903808594;28.91319751739502
