item;cond;NP1;le;C.VB;A;NP2;inf;ADV;ADJ;PP;item.1;cond.1;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence;adj_tokenization_len;adj_surprisal;sentence_surprisal
2;E;Francisco;le;recriminó;a;David;ser;demasiado;escrupuloso;con la comida;2;E;object;grammatical;match;recriminó;masc;ser;Francisco le recriminó a David ser demasiado escrupuloso con la comida.;4.0;0.0020294189453125;25.368900299072266
2;F;Isabel;le;recriminó;a;David;ser;demasiado;escrupuloso;con la comida;2;F;object;grammatical;mismatch;recriminó;masc;ser;Isabel le recriminó a David ser demasiado escrupuloso con la comida.;4.0;0.00284576416015625;22.64382553100586
2;G;Francisco;le;recriminó;a;Laura;ser;demasiado;escrupuloso;con la comida;2;G;object;ungrammatical;match;recriminó;masc;ser;Francisco le recriminó a Laura ser demasiado escrupuloso con la comida.;4.0;2.9813079833984375;24.802200317382812
2;H;Isabel;le;recriminó;a;Laura;ser;demasiado;escrupuloso;con la comida;2;H;object;ungrammatical;mismatch;recriminó;masc;ser;Isabel le recriminó a Laura ser demasiado escrupuloso con la comida.;4.0;4.756477355957031;24.261085510253906
3;A;Ana;le;reveló;a;Cristina;ser;muy;temerosa;durante las tormentas;3;A;subject;grammatical;match;reveló;fem;ser;Ana le reveló a Cristina ser muy temerosa durante las tormentas.;2.0;0.0579986572265625;25.759658813476562
3;B;Ana;le;reveló;a;Javier;ser;muy;temerosa;durante las tormentas;3;B;subject;grammatical;mismatch;reveló;fem;ser;Ana le reveló a Javier ser muy temerosa durante las tormentas.;2.0;2.68194580078125;26.481239318847656
3;C;Juan;le;reveló;a;Cristina;ser;muy;temerosa;durante las tormentas;3;C;subject;ungrammatical;match;reveló;fem;ser;Juan le reveló a Cristina ser muy temerosa durante las tormentas.;2.0;1.1888008117675781;24.53277587890625
3;D;Juan;le;reveló;a;Javier;ser;muy;temerosa;durante las tormentas;3;D;subject;ungrammatical;mismatch;reveló;fem;ser;Juan le reveló a Javier ser muy temerosa durante las tormentas.;2.0;6.720684051513672;35.54135513305664
3;E;Ana;le;reprochó;a;Cristina;ser;muy;temerosa;durante las tormentas;3;E;object;grammatical;match;reprochó;fem;ser;Ana le reprochó a Cristina ser muy temerosa durante las tormentas.;2.0;0.01186370849609375;27.182552337646484
3;F;Juan;le;reprochó;a;Cristina;ser;muy;temerosa;durante las tormentas;3;F;object;grammatical;mismatch;reprochó;fem;ser;Juan le reprochó a Cristina ser muy temerosa durante las tormentas.;2.0;0.0169219970703125;25.446292877197266
3;G;Ana;le;reprochó;a;Javier;ser;muy;temerosa;durante las tormentas;3;G;object;ungrammatical;match;reprochó;fem;ser;Ana le reprochó a Javier ser muy temerosa durante las tormentas.;2.0;6.8529052734375;33.57787322998047
3;H;Juan;le;reprochó;a;Javier;ser;muy;temerosa;durante las tormentas;3;H;object;ungrammatical;mismatch;reprochó;fem;ser;Juan le reprochó a Javier ser muy temerosa durante las tormentas.;2.0;8.619522094726562;38.877376556396484
4;A;Daniel;le;garantizó;a;Jesús;ser;más;afectuoso;con los clientes;4;A;subject;grammatical;match;garantizó;masc;ser;Daniel le garantizó a Jesús ser más afectuoso con los clientes.;4.0;0.01705169677734375;25.034080505371094
4;B;Daniel;le;garantizó;a;Antonia;ser;más;afectuoso;con los clientes;4;B;subject;grammatical;mismatch;garantizó;masc;ser;Daniel le garantizó a Antonia ser más afectuoso con los clientes.;4.0;3.3207778930664062;25.845417022705078
4;C;Marta;le;garantizó;a;Jesús;ser;más;afectuoso;con los clientes;4;C;subject;ungrammatical;match;garantizó;masc;ser;Marta le garantizó a Jesús ser más afectuoso con los clientes.;4.0;0.0985565185546875;23.108802795410156
4;D;Marta;le;garantizó;a;Antonia;ser;más;afectuoso;con los clientes;4;D;subject;ungrammatical;mismatch;garantizó;masc;ser;Marta le garantizó a Antonia ser más afectuoso con los clientes.;4.0;4.542755126953125;28.846214294433594
4;E;Daniel;le;recomendó;a;Jesús;ser;más;afectuoso;con los clientes;4;E;object;grammatical;match;recomendó;masc;ser;Daniel le recomendó a Jesús ser más afectuoso con los clientes.;4.0;0.03929901123046875;17.40301513671875
4;F;Marta;le;recomendó;a;Jesús;ser;más;afectuoso;con los clientes;4;F;object;grammatical;mismatch;recomendó;masc;ser;Marta le recomendó a Jesús ser más afectuoso con los clientes.;4.0;0.33365631103515625;15.281333923339844
4;G;Daniel;le;recomendó;a;Antonia;ser;más;afectuoso;con los clientes;4;G;object;ungrammatical;match;recomendó;masc;ser;Daniel le recomendó a Antonia ser más afectuoso con los clientes.;4.0;3.3394317626953125;20.24166488647461
4;H;Marta;le;recomendó;a;Antonia;ser;más;afectuoso;con los clientes;4;H;object;ungrammatical;mismatch;recomendó;masc;ser;Marta le recomendó a Antonia ser más afectuoso con los clientes.;4.0;2.3941574096679688;19.181671142578125
5;A;Dolores;le;confirmó;a;Lucía;ser;siempre tan;competitiva;en el trabajo;5;A;subject;grammatical;match;confirmó;fem;ser;Dolores le confirmó a Lucía ser siempre tan competitiva en el trabajo.;1.0;7.683349609375;25.61288833618164
5;B;Dolores;le;confirmó;a;Alejandro;ser;siempre tan;competitiva;en el trabajo;5;B;subject;grammatical;mismatch;confirmó;fem;ser;Dolores le confirmó a Alejandro ser siempre tan competitiva en el trabajo.;1.0;7.496768951416016;32.014991760253906
5;C;Carlos;le;confirmó;a;Lucía;ser;siempre tan;competitiva;en el trabajo;5;C;subject;ungrammatical;match;confirmó;fem;ser;Carlos le confirmó a Lucía ser siempre tan competitiva en el trabajo.;1.0;7.893009185791016;32.21834945678711
5;D;Carlos;le;confirmó;a;Alejandro;ser;siempre tan;competitiva;en el trabajo;5;D;subject;ungrammatical;mismatch;confirmó;fem;ser;Carlos le confirmó a Alejandro ser siempre tan competitiva en el trabajo.;1.0;13.560298919677734;47.591087341308594
5;E;Dolores;le;impidió;a;Lucía;ser;siempre tan;competitiva;en el trabajo;5;E;object;grammatical;match;impidió;fem;ser;Dolores le impidió a Lucía ser siempre tan competitiva en el trabajo.;1.0;6.139720916748047;15.931591033935547
5;F;Carlos;le;impidió;a;Lucía;ser;siempre tan;competitiva;en el trabajo;5;F;object;grammatical;mismatch;impidió;fem;ser;Carlos le impidió a Lucía ser siempre tan competitiva en el trabajo.;1.0;5.882434844970703;25.801239013671875
5;G;Dolores;le;impidió;a;Alejandro;ser;siempre tan;competitiva;en el trabajo;5;G;object;ungrammatical;match;impidió;fem;ser;Dolores le impidió a Alejandro ser siempre tan competitiva en el trabajo.;1.0;12.080188751220703;31.076255798339844
5;H;Carlos;le;impidió;a;Alejandro;ser;siempre tan;competitiva;en el trabajo;5;H;object;ungrammatical;mismatch;impidió;fem;ser;Carlos le impidió a Alejandro ser siempre tan competitiva en el trabajo.;1.0;11.605987548828125;42.847808837890625
6;A;Miguel;le;desmintió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;A;subject;grammatical;match;desmintió;masc;ser;Miguel le desmintió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.09496307373046875;32.17466354370117
6;B;Miguel;le;desmintió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;B;subject;grammatical;mismatch;desmintió;masc;ser;Miguel le desmintió a Paula ser demasiado codicioso con los beneficios.;2.0;0.137237548828125;33.983787536621094
6;C;Sara;le;desmintió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;C;subject;ungrammatical;match;desmintió;masc;ser;Sara le desmintió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.15560150146484375;33.07769775390625
6;D;Sara;le;desmintió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;D;subject;ungrammatical;mismatch;desmintió;masc;ser;Sara le desmintió a Paula ser demasiado codicioso con los beneficios.;2.0;2.5360374450683594;35.549285888671875
6;E;Miguel;le;prohibió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;E;object;grammatical;match;prohibió;masc;ser;Miguel le prohibió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.23186492919921875;33.385009765625
6;F;Sara;le;prohibió;a;Rafael;ser;demasiado;codicioso;con los beneficios;6;F;object;grammatical;mismatch;prohibió;masc;ser;Sara le prohibió a Rafael ser demasiado codicioso con los beneficios.;2.0;0.19214630126953125;35.36012268066406
6;G;Miguel;le;prohibió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;G;object;ungrammatical;match;prohibió;masc;ser;Miguel le prohibió a Paula ser demasiado codicioso con los beneficios.;2.0;2.4377288818359375;42.24201583862305
6;H;Sara;le;prohibió;a;Paula;ser;demasiado;codicioso;con los beneficios;6;H;object;ungrammatical;mismatch;prohibió;masc;ser;Sara le prohibió a Paula ser demasiado codicioso con los beneficios.;2.0;3.196331024169922;39.7607421875
7;A;Elena;le;juró;a;Pilar;ser;absolutamente;honesta;en la declaración;7;A;subject;grammatical;match;juró;fem;ser;Elena le juró a Pilar ser absolutamente honesta en la declaración.;2.0;0.09127044677734375;27.26999282836914
7;B;Elena;le;juró;a;Ángel;ser;absolutamente;honesta;en la declaración;7;B;subject;grammatical;mismatch;juró;fem;ser;Elena le juró a Ángel ser absolutamente honesta en la declaración.;2.0;0.12744903564453125;26.364131927490234
7;C;Pedro;le;juró;a;Pilar;ser;absolutamente;honesta;en la declaración;7;C;subject;ungrammatical;match;juró;fem;ser;Pedro le juró a Pilar ser absolutamente honesta en la declaración.;2.0;0.9985771179199219;24.919761657714844
7;D;Pedro;le;juró;a;Ángel;ser;absolutamente;honesta;en la declaración;7;D;subject;ungrammatical;mismatch;juró;fem;ser;Pedro le juró a Ángel ser absolutamente honesta en la declaración.;2.0;5.646366119384766;33.19602584838867
7;E;Elena;le;exigió;a;Pilar;ser;absolutamente;honesta;en la declaración;7;E;object;grammatical;match;exigió;fem;ser;Elena le exigió a Pilar ser absolutamente honesta en la declaración.;2.0;0.07958984375;34.429405212402344
7;F;Pedro;le;exigió;a;Pilar;ser;absolutamente;honesta;en la declaración;7;F;object;grammatical;mismatch;exigió;fem;ser;Pedro le exigió a Pilar ser absolutamente honesta en la declaración.;2.0;0.0779266357421875;31.679767608642578
7;G;Elena;le;exigió;a;Ángel;ser;absolutamente;honesta;en la declaración;7;G;object;ungrammatical;match;exigió;fem;ser;Elena le exigió a Ángel ser absolutamente honesta en la declaración.;2.0;5.531883239746094;39.17509078979492
7;H;Pedro;le;exigió;a;Ángel;ser;absolutamente;honesta;en la declaración;7;H;object;ungrammatical;mismatch;exigió;fem;ser;Pedro le exigió a Ángel ser absolutamente honesta en la declaración.;2.0;5.294281005859375;38.71171951293945
8;A;Pablo;le;aseguró;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;A;subject;grammatical;match;aseguró;masc;ser;Pablo le aseguró a Fernando ser totalmente sincero sobre lo ocurrido.;2.0;0.06523895263671875;22.758930206298828
8;B;Pablo;le;aseguró;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;B;subject;grammatical;mismatch;aseguró;masc;ser;Pablo le aseguró a Manuela ser totalmente sincero sobre lo ocurrido.;2.0;0.6721649169921875;23.623554229736328
8;C;Raquel;le;aseguró;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;C;subject;ungrammatical;match;aseguró;masc;ser;Raquel le aseguró a Fernando ser totalmente sincero sobre lo ocurrido.;2.0;0.6546974182128906;19.685832977294922
8;D;Raquel;le;aseguró;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;D;subject;ungrammatical;mismatch;aseguró;masc;ser;Raquel le aseguró a Manuela ser totalmente sincero sobre lo ocurrido.;2.0;3.9365234375;29.606056213378906
8;E;Pablo;le;ordenó;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;E;object;grammatical;match;ordenó;masc;ser;Pablo le ordenó a Fernando ser totalmente sincero sobre lo ocurrido.;2.0;0.0137481689453125;19.063697814941406
8;F;Raquel;le;ordenó;a;Fernando;ser;totalmente;sincero;sobre lo ocurrido;8;F;object;grammatical;mismatch;ordenó;masc;ser;Raquel le ordenó a Fernando ser totalmente sincero sobre lo ocurrido.;2.0;0.01438140869140625;17.10611343383789
8;G;Pablo;le;ordenó;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;G;object;ungrammatical;match;ordenó;masc;ser;Pablo le ordenó a Manuela ser totalmente sincero sobre lo ocurrido.;2.0;2.7923965454101562;22.293678283691406
8;H;Raquel;le;ordenó;a;Manuela;ser;totalmente;sincero;sobre lo ocurrido;8;H;object;ungrammatical;mismatch;ordenó;masc;ser;Raquel le ordenó a Manuela ser totalmente sincero sobre lo ocurrido.;2.0;4.614997863769531;24.25159454345703
9;A;Mercedes;le;confesó;a;Juana;ser;un poco;despreocupada;con el papeleo;9;A;subject;grammatical;match;confesó;fem;ser;Mercedes le confesó a Juana ser un poco despreocupada con el papeleo.;3.0;0.40262603759765625;24.658512115478516
9;B;Mercedes;le;confesó;a;Luis;ser;un poco;despreocupada;con el papeleo;9;B;subject;grammatical;mismatch;confesó;fem;ser;Mercedes le confesó a Luis ser un poco despreocupada con el papeleo.;3.0;0.485687255859375;19.990985870361328
9;C;Sergio;le;confesó;a;Juana;ser;un poco;despreocupada;con el papeleo;9;C;subject;ungrammatical;match;confesó;fem;ser;Sergio le confesó a Juana ser un poco despreocupada con el papeleo.;3.0;6.586372375488281;27.622844696044922
9;D;Sergio;le;confesó;a;Luis;ser;un poco;despreocupada;con el papeleo;9;D;subject;ungrammatical;mismatch;confesó;fem;ser;Sergio le confesó a Luis ser un poco despreocupada con el papeleo.;3.0;6.6977386474609375;31.686065673828125
9;E;Mercedes;le;permitió;a;Juana;ser;un poco;despreocupada;con el papeleo;9;E;object;grammatical;match;permitió;fem;ser;Mercedes le permitió a Juana ser un poco despreocupada con el papeleo.;3.0;0.08623504638671875;21.729400634765625
9;F;Sergio;le;permitió;a;Juana;ser;un poco;despreocupada;con el papeleo;9;F;object;grammatical;mismatch;permitió;fem;ser;Sergio le permitió a Juana ser un poco despreocupada con el papeleo.;3.0;0.02606201171875;22.246021270751953
9;G;Mercedes;le;permitió;a;Luis;ser;un poco;despreocupada;con el papeleo;9;G;object;ungrammatical;match;permitió;fem;ser;Mercedes le permitió a Luis ser un poco despreocupada con el papeleo.;3.0;5.9741668701171875;29.089305877685547
9;H;Sergio;le;permitió;a;Luis;ser;un poco;despreocupada;con el papeleo;9;H;object;ungrammatical;mismatch;permitió;fem;ser;Sergio le permitió a Luis ser un poco despreocupada con el papeleo.;3.0;5.85369873046875;31.571025848388672
10;A;Jorge;le;expresó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;A;subject;grammatical;match;expresó;masc;ser;Jorge le expresó a Alberto ser muy comprensivo con las circunstancias.;3.0;0.000823974609375;28.932411193847656
10;B;Jorge;le;expresó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;B;subject;grammatical;mismatch;expresó;masc;ser;Jorge le expresó a Beatriz ser muy comprensivo con las circunstancias.;3.0;0.00311279296875;23.42233657836914
10;C;Teresa;le;expresó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;C;subject;ungrammatical;match;expresó;masc;ser;Teresa le expresó a Alberto ser muy comprensivo con las circunstancias.;3.0;0.0093536376953125;31.798255920410156
10;D;Teresa;le;expresó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;D;subject;ungrammatical;mismatch;expresó;masc;ser;Teresa le expresó a Beatriz ser muy comprensivo con las circunstancias.;3.0;0.09464263916015625;25.696205139160156
10;E;Jorge;le;encargó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;E;object;grammatical;match;encargó;masc;ser;Jorge le encargó a Alberto ser muy comprensivo con las circunstancias.;3.0;0.00084686279296875;17.778491973876953
10;F;Teresa;le;encargó;a;Alberto;ser;muy;comprensivo;con las circunstancias;10;F;object;grammatical;mismatch;encargó;masc;ser;Teresa le encargó a Alberto ser muy comprensivo con las circunstancias.;3.0;0.000701904296875;21.218338012695312
10;G;Jorge;le;encargó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;G;object;ungrammatical;match;encargó;masc;ser;Jorge le encargó a Beatriz ser muy comprensivo con las circunstancias.;3.0;0.03801727294921875;13.494586944580078
10;H;Teresa;le;encargó;a;Beatriz;ser;muy;comprensivo;con las circunstancias;10;H;object;ungrammatical;mismatch;encargó;masc;ser;Teresa le encargó a Beatriz ser muy comprensivo con las circunstancias.;3.0;0.1821441650390625;15.709182739257812
11;A;Nuria;le;declaró;a;Julia;ser;más;productiva;a última hora;11;A;subject;grammatical;match;declaró;fem;ser;Nuria le declaró a Julia ser más productiva a última hora.;2.0;0.04578399658203125;30.556358337402344
11;B;Nuria;le;declaró;a;Diego;ser;más;productiva;a última hora;11;B;subject;grammatical;mismatch;declaró;fem;ser;Nuria le declaró a Diego ser más productiva a última hora.;2.0;5.615749359130859;37.50382995605469
11;C;Álvaro;le;declaró;a;Julia;ser;más;productiva;a última hora;11;C;subject;ungrammatical;match;declaró;fem;ser;Álvaro le declaró a Julia ser más productiva a última hora.;2.0;0.1875457763671875;40.46262741088867
11;D;Álvaro;le;declaró;a;Diego;ser;más;productiva;a última hora;11;D;subject;ungrammatical;mismatch;declaró;fem;ser;Álvaro le declaró a Diego ser más productiva a última hora.;2.0;7.021472930908203;45.97930908203125
11;E;Nuria;le;mandó;a;Julia;ser;más;productiva;a última hora;11;E;object;grammatical;match;mandó;fem;ser;Nuria le mandó a Julia ser más productiva a última hora.;2.0;0.007720947265625;16.374370574951172
11;F;Álvaro;le;mandó;a;Julia;ser;más;productiva;a última hora;11;F;object;grammatical;mismatch;mandó;fem;ser;Álvaro le mandó a Julia ser más productiva a última hora.;2.0;0.03160858154296875;25.364208221435547
11;G;Nuria;le;mandó;a;Diego;ser;más;productiva;a última hora;11;G;object;ungrammatical;match;mandó;fem;ser;Nuria le mandó a Diego ser más productiva a última hora.;2.0;6.6447906494140625;27.641414642333984
11;H;Álvaro;le;mandó;a;Diego;ser;más;productiva;a última hora;11;H;object;ungrammatical;mismatch;mandó;fem;ser;Álvaro le mandó a Diego ser más productiva a última hora.;2.0;7.0405120849609375;34.882781982421875
12;A;Adrián;le;manifestó;a;Raúl;ser;algo;desconfiado;con los compañeros;12;A;subject;grammatical;match;manifestó;masc;ser;Adrián le manifestó a Raúl ser algo desconfiado con los compañeros.;2.0;0.18415069580078125;21.652767181396484
12;B;Adrián;le;manifestó;a;Irene;ser;algo;desconfiado;con los compañeros;12;B;subject;grammatical;mismatch;manifestó;masc;ser;Adrián le manifestó a Irene ser algo desconfiado con los compañeros.;2.0;0.5252456665039062;30.409027099609375
12;C;Silvia;le;manifestó;a;Raúl;ser;algo;desconfiado;con los compañeros;12;C;subject;ungrammatical;match;manifestó;masc;ser;Silvia le manifestó a Raúl ser algo desconfiado con los compañeros.;2.0;0.1504058837890625;29.757869720458984
12;D;Silvia;le;manifestó;a;Irene;ser;algo;desconfiado;con los compañeros;12;D;subject;ungrammatical;mismatch;manifestó;masc;ser;Silvia le manifestó a Irene ser algo desconfiado con los compañeros.;2.0;4.489128112792969;38.30649185180664
12;E;Adrián;le;consintió;a;Raúl;ser;algo;desconfiado;con los compañeros;12;E;object;grammatical;match;consintió;masc;ser;Adrián le consintió a Raúl ser algo desconfiado con los compañeros.;2.0;0.09755706787109375;17.158824920654297
12;F;Silvia;le;consintió;a;Raúl;ser;algo;desconfiado;con los compañeros;12;F;object;grammatical;mismatch;consintió;masc;ser;Silvia le consintió a Raúl ser algo desconfiado con los compañeros.;2.0;0.262176513671875;25.384109497070312
12;G;Adrián;le;consintió;a;Irene;ser;algo;desconfiado;con los compañeros;12;G;object;ungrammatical;match;consintió;masc;ser;Adrián le consintió a Irene ser algo desconfiado con los compañeros.;2.0;0.48809051513671875;28.52239990234375
12;H;Silvia;le;consintió;a;Irene;ser;algo;desconfiado;con los compañeros;12;H;object;ungrammatical;mismatch;consintió;masc;ser;Silvia le consintió a Irene ser algo desconfiado con los compañeros.;2.0;4.360893249511719;36.457523345947266
13;A;Enrique;le;prometió;a;Iván;estar;mucho más;espabilado;antes de conducir;13;A;subject;grammatical;match;prometió;masc;estar;Enrique le prometió a Iván estar mucho más espabilado antes de conducir.;3.0;1.7716903686523438;18.441234588623047
13;B;Enrique;le;prometió;a;Alba;estar;mucho más;espabilado;antes de conducir;13;B;subject;grammatical;mismatch;prometió;masc;estar;Enrique le prometió a Alba estar mucho más espabilado antes de conducir.;3.0;2.5825538635253906;23.592636108398438
13;C;Patricia;le;prometió;a;Iván;estar;mucho más;espabilado;antes de conducir;13;C;subject;ungrammatical;match;prometió;masc;estar;Patricia le prometió a Iván estar mucho más espabilado antes de conducir.;3.0;1.7974395751953125;19.384647369384766
13;D;Patricia;le;prometió;a;Alba;estar;mucho más;espabilado;antes de conducir;13;D;subject;ungrammatical;mismatch;prometió;masc;estar;Patricia le prometió a Alba estar mucho más espabilado antes de conducir.;3.0;3.2199554443359375;29.336746215820312
13;E;Enrique;le;aconsejó;a;Iván;estar;mucho más;espabilado;antes de conducir;13;E;object;grammatical;match;aconsejó;masc;estar;Enrique le aconsejó a Iván estar mucho más espabilado antes de conducir.;3.0;1.8184432983398438;18.900245666503906
13;F;Patricia;le;aconsejó;a;Iván;estar;mucho más;espabilado;antes de conducir;13;F;object;grammatical;mismatch;aconsejó;masc;estar;Patricia le aconsejó a Iván estar mucho más espabilado antes de conducir.;3.0;1.8033905029296875;18.386810302734375
13;G;Enrique;le;aconsejó;a;Alba;estar;mucho más;espabilado;antes de conducir;13;G;object;ungrammatical;match;aconsejó;masc;estar;Enrique le aconsejó a Alba estar mucho más espabilado antes de conducir.;3.0;3.192371368408203;23.854427337646484
13;H;Patricia;le;aconsejó;a;Alba;estar;mucho más;espabilado;antes de conducir;13;H;object;ungrammatical;mismatch;aconsejó;masc;estar;Patricia le aconsejó a Alba estar mucho más espabilado antes de conducir.;3.0;3.2043800354003906;27.298465728759766
14;A;Rosa;le;reconoció;a;Andrea;estar;muy;confundida;por los cambios;14;A;subject;grammatical;match;reconoció;fem;estar;Rosa le reconoció a Andrea estar muy confundida por los cambios.;3.0;0.090423583984375;15.469642639160156
14;B;Rosa;le;reconoció;a;Rubén;estar;muy;confundida;por los cambios;14;B;subject;grammatical;mismatch;reconoció;fem;estar;Rosa le reconoció a Rubén estar muy confundida por los cambios.;3.0;0.276824951171875;8.590057373046875
14;C;Ramón;le;reconoció;a;Andrea;estar;muy;confundida;por los cambios;14;C;subject;ungrammatical;match;reconoció;fem;estar;Ramón le reconoció a Andrea estar muy confundida por los cambios.;3.0;1.9644546508789062;19.046100616455078
14;D;Ramón;le;reconoció;a;Rubén;estar;muy;confundida;por los cambios;14;D;subject;ungrammatical;mismatch;reconoció;fem;estar;Ramón le reconoció a Rubén estar muy confundida por los cambios.;3.0;5.035163879394531;21.73248291015625
14;E;Rosa;le;recriminó;a;Andrea;estar;muy;confundida;por los cambios;14;E;object;grammatical;match;recriminó;fem;estar;Rosa le recriminó a Andrea estar muy confundida por los cambios.;3.0;0.33765411376953125;18.748920440673828
14;F;Ramón;le;recriminó;a;Andrea;estar;muy;confundida;por los cambios;14;F;object;grammatical;mismatch;recriminó;fem;estar;Ramón le recriminó a Andrea estar muy confundida por los cambios.;3.0;0.1232452392578125;19.19872283935547
14;G;Rosa;le;recriminó;a;Rubén;estar;muy;confundida;por los cambios;14;G;object;ungrammatical;match;recriminó;fem;estar;Rosa le recriminó a Rubén estar muy confundida por los cambios.;3.0;1.9990921020507812;13.06563949584961
14;H;Ramón;le;recriminó;a;Rubén;estar;muy;confundida;por los cambios;14;H;object;ungrammatical;mismatch;recriminó;fem;estar;Ramón le recriminó a Rubén estar muy confundida por los cambios.;3.0;5.019805908203125;23.525970458984375
15;A;Vicente;le;reveló;a;Óscar;estar;muy;inquieto;por el juicio;15;A;subject;grammatical;match;reveló;masc;estar;Vicente le reveló a Óscar estar muy inquieto por el juicio.;2.0;0.04125213623046875;19.460399627685547
15;B;Vicente;le;reveló;a;Mónica;estar;muy;inquieto;por el juicio;15;B;subject;grammatical;mismatch;reveló;masc;estar;Vicente le reveló a Mónica estar muy inquieto por el juicio.;2.0;0.4042205810546875;20.500438690185547
15;C;Rocío;le;reveló;a;Óscar;estar;muy;inquieto;por el juicio;15;C;subject;ungrammatical;match;reveló;masc;estar;Rocío le reveló a Óscar estar muy inquieto por el juicio.;2.0;0.8248519897460938;13.707435607910156
15;D;Rocío;le;reveló;a;Mónica;estar;muy;inquieto;por el juicio;15;D;subject;ungrammatical;mismatch;reveló;masc;estar;Rocío le reveló a Mónica estar muy inquieto por el juicio.;2.0;1.3066024780273438;15.741851806640625
15;E;Vicente;le;reprochó;a;Óscar;estar;muy;inquieto;por el juicio;15;E;object;grammatical;match;reprochó;masc;estar;Vicente le reprochó a Óscar estar muy inquieto por el juicio.;2.0;0.04443359375;21.428146362304688
