item;cond;NP1;C.VB;A;NP2;inf;ADV;ADJ;PP;item.1;cond.1;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence;adj_tokenization_len;adj_surprisal;sentence_surprisal
2;F;Isabel;recriminoulle;a;David;ser;demasiado;escrupuloso;coa comida;2;F;object;grammatical;mismatch;recriminoulle;masc;ser;Ela recriminoulle a el ser demasiado escrupuloso coa comida.;4.0;0.044734954833984375;24.051334381103516
2;G;Francisco;recriminoulle;a;Laura;ser;demasiado;escrupuloso;coa comida;2;G;object;ungrammatical;match;recriminoulle;masc;ser;El recriminoulle a ela ser demasiado escrupuloso coa comida.;4.0;3.6733856201171875;35.5543212890625
2;H;Isabel;recriminoulle;a;Laura;ser;demasiado;escrupuloso;coa comida;2;H;object;ungrammatical;mismatch;recriminoulle;masc;ser;Ela recriminoulle a ela ser demasiado escrupuloso coa comida.;4.0;1.8730850219726562;32.79835510253906
3;A;Ana;reveloulle;a;Cristina;ser;moi;temerosa;durante as tormentas;3;A;subject;grammatical;match;reveloulle;fem;ser;Ela reveloulle a ela ser moi temerosa durante as tormentas.;2.0;0.8279533386230469;57.13557052612305
3;B;Ana;reveloulle;a;Javier;ser;moi;temerosa;durante as tormentas;3;B;subject;grammatical;mismatch;reveloulle;fem;ser;Ela reveloulle a el ser moi temerosa durante as tormentas.;2.0;3.7808761596679688;57.43260192871094
3;C;Juan;reveloulle;a;Cristina;ser;moi;temerosa;durante as tormentas;3;C;subject;ungrammatical;match;reveloulle;fem;ser;El reveloulle a ela ser moi temerosa durante as tormentas.;2.0;5.257434844970703;51.98135185241699
3;D;Juan;reveloulle;a;Javier;ser;moi;temerosa;durante as tormentas;3;D;subject;ungrammatical;mismatch;reveloulle;fem;ser;El reveloulle a el ser moi temerosa durante as tormentas.;2.0;5.422050476074219;61.421085357666016
3;E;Ana;reprochoulle;a;Cristina;ser;moi;temerosa;durante as tormentas;3;E;object;grammatical;match;reprochoulle;fem;ser;Ela reprochoulle a ela ser moi temerosa durante as tormentas.;2.0;0.266998291015625;24.339828491210938
3;F;Juan;reprochoulle;a;Cristina;ser;moi;temerosa;durante as tormentas;3;F;object;grammatical;mismatch;reprochoulle;fem;ser;El reprochoulle a ela ser moi temerosa durante as tormentas.;2.0;0.1149444580078125;33.13926696777344
3;G;Ana;reprochoulle;a;Javier;ser;moi;temerosa;durante as tormentas;3;G;object;ungrammatical;match;reprochoulle;fem;ser;Ela reprochoulle a el ser moi temerosa durante as tormentas.;2.0;0.968048095703125;34.55579376220703
3;H;Juan;reprochoulle;a;Javier;ser;moi;temerosa;durante as tormentas;3;H;object;ungrammatical;mismatch;reprochoulle;fem;ser;El reprochoulle a el ser moi temerosa durante as tormentas.;2.0;5.1906890869140625;59.42537498474121
4;A;Daniel;garantizoulle;a;Jesús;ser;máis;afectuoso;cos clientes;4;A;subject;grammatical;match;garantizoulle;masc;ser;El garantizoulle a el ser máis afectuoso cos clientes.;4.0;0.0091400146484375;31.432971954345703
4;B;Daniel;garantizoulle;a;Antonia;ser;máis;afectuoso;cos clientes;4;B;subject;grammatical;mismatch;garantizoulle;masc;ser;El garantizoulle a ela ser máis afectuoso cos clientes.;4.0;3.3811111450195312;29.637344360351562
4;C;Marta;garantizoulle;a;Jesús;ser;máis;afectuoso;cos clientes;4;C;subject;ungrammatical;match;garantizoulle;masc;ser;Ela garantizoulle a el ser máis afectuoso cos clientes.;4.0;0.0099945068359375;26.047229766845703
4;D;Marta;garantizoulle;a;Antonia;ser;máis;afectuoso;cos clientes;4;D;subject;ungrammatical;mismatch;garantizoulle;masc;ser;Ela garantizoulle a ela ser máis afectuoso cos clientes.;4.0;4.720623016357422;36.2584114074707
4;E;Daniel;recomendoulle;a;Jesús;ser;máis;afectuoso;cos clientes;4;E;object;grammatical;match;recomendoulle;masc;ser;El recomendoulle a el ser máis afectuoso cos clientes.;4.0;0.0071868896484375;19.371646881103516
4;F;Marta;recomendoulle;a;Jesús;ser;máis;afectuoso;cos clientes;4;F;object;grammatical;mismatch;recomendoulle;masc;ser;Ela recomendoulle a el ser máis afectuoso cos clientes.;4.0;0.00432586669921875;18.593780517578125
4;G;Daniel;recomendoulle;a;Antonia;ser;máis;afectuoso;cos clientes;4;G;object;ungrammatical;match;recomendoulle;masc;ser;El recomendoulle a ela ser máis afectuoso cos clientes.;4.0;5.02783203125;24.718215942382812
4;H;Marta;recomendoulle;a;Antonia;ser;máis;afectuoso;cos clientes;4;H;object;ungrammatical;mismatch;recomendoulle;masc;ser;Ela recomendoulle a ela ser máis afectuoso cos clientes.;4.0;4.725128173828125;30.987579345703125
5;A;Dolores;confirmoulle;a;Lucía;ser;sempre tan;competitiva;no traballo;5;A;subject;grammatical;match;confirmoulle;fem;ser;Ela confirmoulle a ela ser sempre tan competitiva no traballo.;1.0;6.918392181396484;41.95139694213867
5;B;Dolores;confirmoulle;a;Alejandro;ser;sempre tan;competitiva;no traballo;5;B;subject;grammatical;mismatch;confirmoulle;fem;ser;Ela confirmoulle a el ser sempre tan competitiva no traballo.;1.0;13.509178161621094;47.63903617858887
5;C;Carlos;confirmoulle;a;Lucía;ser;sempre tan;competitiva;no traballo;5;C;subject;ungrammatical;match;confirmoulle;fem;ser;El confirmoulle a ela ser sempre tan competitiva no traballo.;1.0;7.288242340087891;32.58188247680664
5;D;Carlos;confirmoulle;a;Alejandro;ser;sempre tan;competitiva;no traballo;5;D;subject;ungrammatical;mismatch;confirmoulle;fem;ser;El confirmoulle a el ser sempre tan competitiva no traballo.;1.0;13.13022232055664;58.19693374633789
5;E;Dolores;impediulle;a;Lucía;ser;sempre tan;competitiva;no traballo;5;E;object;grammatical;match;impediulle;fem;ser;Ela impediulle a ela ser sempre tan competitiva no traballo.;1.0;6.080421447753906;44.706634521484375
5;F;Carlos;impediulle;a;Lucía;ser;sempre tan;competitiva;no traballo;5;F;object;grammatical;mismatch;impediulle;fem;ser;El impediulle a ela ser sempre tan competitiva no traballo.;1.0;5.884010314941406;32.01880645751953
5;G;Dolores;impediulle;a;Alejandro;ser;sempre tan;competitiva;no traballo;5;G;object;ungrammatical;match;impediulle;fem;ser;Ela impediulle a el ser sempre tan competitiva no traballo.;1.0;12.720012664794922;44.13068389892578
5;H;Carlos;impediulle;a;Alejandro;ser;sempre tan;competitiva;no traballo;5;H;object;ungrammatical;mismatch;impediulle;fem;ser;El impediulle a el ser sempre tan competitiva no traballo.;1.0;12.436344146728516;51.28402328491211
6;A;Miguel;desmentiulle;a;Rafael;ser;demasiado;cobizoso;cos beneficios;6;A;subject;grammatical;match;desmentiulle;masc;ser;El desmentiulle a el ser demasiado cobizoso cos beneficios.;3.0;1.6639213562011719;74.7891616821289
6;B;Miguel;desmentiulle;a;Paula;ser;demasiado;cobizoso;cos beneficios;6;B;subject;grammatical;mismatch;desmentiulle;masc;ser;El desmentiulle a ela ser demasiado cobizoso cos beneficios.;3.0;0.9486160278320312;67.83083724975586
6;C;Sara;desmentiulle;a;Rafael;ser;demasiado;cobizoso;cos beneficios;6;C;subject;ungrammatical;match;desmentiulle;masc;ser;Ela desmentiulle a el ser demasiado cobizoso cos beneficios.;3.0;1.8071441650390625;65.86410903930664
6;D;Sara;desmentiulle;a;Paula;ser;demasiado;cobizoso;cos beneficios;6;D;subject;ungrammatical;mismatch;desmentiulle;masc;ser;Ela desmentiulle a ela ser demasiado cobizoso cos beneficios.;3.0;2.480792999267578;50.929134368896484
6;E;Miguel;prohibiulle;a;Rafael;ser;demasiado;cobizoso;cos beneficios;6;E;object;grammatical;match;prohibiulle;masc;ser;El prohibiulle a el ser demasiado cobizoso cos beneficios.;3.0;4.516826629638672;78.5124282836914
6;F;Sara;prohibiulle;a;Rafael;ser;demasiado;cobizoso;cos beneficios;6;F;object;grammatical;mismatch;prohibiulle;masc;ser;Ela prohibiulle a el ser demasiado cobizoso cos beneficios.;3.0;4.444362640380859;55.17158889770508
6;G;Miguel;prohibiulle;a;Paula;ser;demasiado;cobizoso;cos beneficios;6;G;object;ungrammatical;match;prohibiulle;masc;ser;El prohibiulle a ela ser demasiado cobizoso cos beneficios.;3.0;2.665374755859375;60.83869171142578
6;H;Sara;prohibiulle;a;Paula;ser;demasiado;cobizoso;cos beneficios;6;H;object;ungrammatical;mismatch;prohibiulle;masc;ser;Ela prohibiulle a ela ser demasiado cobizoso cos beneficios.;3.0;3.3451004028320312;49.01397705078125
7;A;Elena;xuroulle;a;Pilar;ser;absolutamente;honesta;na declaración;7;A;subject;grammatical;match;xuroulle;fem;ser;Ela xuroulle a ela ser absolutamente honesta na declaración.;2.0;0.09104156494140625;50.602935791015625
7;B;Elena;xuroulle;a;Ángel;ser;absolutamente;honesta;na declaración;7;B;subject;grammatical;mismatch;xuroulle;fem;ser;Ela xuroulle a el ser absolutamente honesta na declaración.;2.0;0.9371566772460938;65.09024429321289
7;C;Pedro;xuroulle;a;Pilar;ser;absolutamente;honesta;na declaración;7;C;subject;ungrammatical;match;xuroulle;fem;ser;El xuroulle a ela ser absolutamente honesta na declaración.;2.0;0.5728187561035156;62.77740478515625
7;D;Pedro;xuroulle;a;Ángel;ser;absolutamente;honesta;na declaración;7;D;subject;ungrammatical;mismatch;xuroulle;fem;ser;El xuroulle a el ser absolutamente honesta na declaración.;2.0;2.8091087341308594;79.90238380432129
7;E;Elena;esixiulle;a;Pilar;ser;absolutamente;honesta;na declaración;7;E;object;grammatical;match;esixiulle;fem;ser;Ela esixiulle a ela ser absolutamente honesta na declaración.;2.0;0.0908966064453125;41.59414291381836
7;F;Pedro;esixiulle;a;Pilar;ser;absolutamente;honesta;na declaración;7;F;object;grammatical;mismatch;esixiulle;fem;ser;El esixiulle a ela ser absolutamente honesta na declaración.;2.0;0.044403076171875;41.432708740234375
7;G;Elena;esixiulle;a;Ángel;ser;absolutamente;honesta;na declaración;7;G;object;ungrammatical;match;esixiulle;fem;ser;Ela esixiulle a el ser absolutamente honesta na declaración.;2.0;1.5126228332519531;62.010934829711914
7;H;Pedro;esixiulle;a;Ángel;ser;absolutamente;honesta;na declaración;7;H;object;ungrammatical;mismatch;esixiulle;fem;ser;El esixiulle a el ser absolutamente honesta na declaración.;2.0;3.977161407470703;78.07368850708008
8;A;Pablo;aseguroulle;a;Fernando;ser;totalmente;sincero;sobre o ocurrido;8;A;subject;grammatical;match;aseguroulle;masc;ser;El aseguroulle a el ser totalmente sincero sobre o ocurrido.;2.0;0.04906463623046875;54.14554786682129
8;B;Pablo;aseguroulle;a;Manuela;ser;totalmente;sincero;sobre o ocurrido;8;B;subject;grammatical;mismatch;aseguroulle;masc;ser;El aseguroulle a ela ser totalmente sincero sobre o ocurrido.;2.0;0.031124114990234375;43.813865661621094
8;C;Raquel;aseguroulle;a;Fernando;ser;totalmente;sincero;sobre o ocurrido;8;C;subject;ungrammatical;match;aseguroulle;masc;ser;Ela aseguroulle a el ser totalmente sincero sobre o ocurrido.;2.0;2.816761016845703;59.12242889404297
8;D;Raquel;aseguroulle;a;Manuela;ser;totalmente;sincero;sobre o ocurrido;8;D;subject;ungrammatical;mismatch;aseguroulle;masc;ser;Ela aseguroulle a ela ser totalmente sincero sobre o ocurrido.;2.0;2.1846771240234375;51.218502044677734
8;E;Pablo;ordenoulle;a;Fernando;ser;totalmente;sincero;sobre o ocurrido;8;E;object;grammatical;match;ordenoulle;masc;ser;El ordenoulle a el ser totalmente sincero sobre o ocurrido.;2.0;0.025249481201171875;73.42629432678223
8;F;Raquel;ordenoulle;a;Fernando;ser;totalmente;sincero;sobre o ocurrido;8;F;object;grammatical;mismatch;ordenoulle;masc;ser;Ela ordenoulle a el ser totalmente sincero sobre o ocurrido.;2.0;0.038280487060546875;53.706573486328125
8;G;Pablo;ordenoulle;a;Manuela;ser;totalmente;sincero;sobre o ocurrido;8;G;object;ungrammatical;match;ordenoulle;masc;ser;El ordenoulle a ela ser totalmente sincero sobre o ocurrido.;2.0;3.518688201904297;60.25596046447754
8;H;Raquel;ordenoulle;a;Manuela;ser;totalmente;sincero;sobre o ocurrido;8;H;object;ungrammatical;mismatch;ordenoulle;masc;ser;Ela ordenoulle a ela ser totalmente sincero sobre o ocurrido.;2.0;4.236324310302734;47.22397232055664
9;A;Mercedes;confesoulle;a;Juana;ser;un pouco;despreocupada;con papeleo;9;A;subject;grammatical;match;confesoulle;fem;ser;Ela confesoulle a ela ser un pouco despreocupada con papeleo.;3.0;0.4791526794433594;60.07077407836914
9;B;Mercedes;confesoulle;a;Luis;ser;un pouco;despreocupada;con papeleo;9;B;subject;grammatical;mismatch;confesoulle;fem;ser;Ela confesoulle a el ser un pouco despreocupada con papeleo.;3.0;0.10271072387695312;57.044376373291016
9;C;Sergio;confesoulle;a;Juana;ser;un pouco;despreocupada;con papeleo;9;C;subject;ungrammatical;match;confesoulle;fem;ser;El confesoulle a ela ser un pouco despreocupada con papeleo.;3.0;4.957637786865234;61.48559379577637
9;D;Sergio;confesoulle;a;Luis;ser;un pouco;despreocupada;con papeleo;9;D;subject;ungrammatical;mismatch;confesoulle;fem;ser;El confesoulle a el ser un pouco despreocupada con papeleo.;3.0;2.9615020751953125;59.460201263427734
9;E;Mercedes;permitiulle;a;Juana;ser;un pouco;despreocupada;con papeleo;9;E;object;grammatical;match;permitiulle;fem;ser;Ela permitiulle a ela ser un pouco despreocupada con papeleo.;3.0;0.042850494384765625;48.16476058959961
9;F;Sergio;permitiulle;a;Juana;ser;un pouco;despreocupada;con papeleo;9;F;object;grammatical;mismatch;permitiulle;fem;ser;El permitiulle a ela ser un pouco despreocupada con papeleo.;3.0;0.03678131103515625;48.690040588378906
9;G;Mercedes;permitiulle;a;Luis;ser;un pouco;despreocupada;con papeleo;9;G;object;ungrammatical;match;permitiulle;fem;ser;Ela permitiulle a el ser un pouco despreocupada con papeleo.;3.0;4.311603546142578;50.74854278564453
9;H;Sergio;permitiulle;a;Luis;ser;un pouco;despreocupada;con papeleo;9;H;object;ungrammatical;mismatch;permitiulle;fem;ser;El permitiulle a el ser un pouco despreocupada con papeleo.;3.0;4.576297760009766;47.52939987182617
10;A;Jorge;expresoulle;a;Alberto;ser;moi;comprensivo;coas circunstancias;10;A;subject;grammatical;match;expresoulle;masc;ser;El expresoulle a el ser moi comprensivo coas circunstancias.;3.0;0.004222869873046875;30.10202407836914
10;B;Jorge;expresoulle;a;Beatriz;ser;moi;comprensivo;coas circunstancias;10;B;subject;grammatical;mismatch;expresoulle;masc;ser;El expresoulle a ela ser moi comprensivo coas circunstancias.;3.0;0.0015106201171875;18.64150619506836
10;C;Teresa;expresoulle;a;Alberto;ser;moi;comprensivo;coas circunstancias;10;C;subject;ungrammatical;match;expresoulle;masc;ser;Ela expresoulle a el ser moi comprensivo coas circunstancias.;3.0;0.03910064697265625;27.90500259399414
10;D;Teresa;expresoulle;a;Beatriz;ser;moi;comprensivo;coas circunstancias;10;D;subject;ungrammatical;mismatch;expresoulle;masc;ser;Ela expresoulle a ela ser moi comprensivo coas circunstancias.;3.0;0.149658203125;27.50617218017578
10;E;Jorge;encargoulle;a;Alberto;ser;moi;comprensivo;coas circunstancias;10;E;object;grammatical;match;encargoulle;masc;ser;El encargoulle a el ser moi comprensivo coas circunstancias.;3.0;0.005340576171875;27.584068298339844
10;F;Teresa;encargoulle;a;Alberto;ser;moi;comprensivo;coas circunstancias;10;F;object;grammatical;mismatch;encargoulle;masc;ser;Ela encargoulle a el ser moi comprensivo coas circunstancias.;3.0;0.00115203857421875;17.94028091430664
10;G;Jorge;encargoulle;a;Beatriz;ser;moi;comprensivo;coas circunstancias;10;G;object;ungrammatical;match;encargoulle;masc;ser;El encargoulle a ela ser moi comprensivo coas circunstancias.;3.0;0.04360198974609375;18.78789520263672
10;H;Teresa;encargoulle;a;Beatriz;ser;moi;comprensivo;coas circunstancias;10;H;object;ungrammatical;mismatch;encargoulle;masc;ser;Ela encargoulle a ela ser moi comprensivo coas circunstancias.;3.0;0.10419845581054688;24.687294006347656
11;A;Nuria;declaroulle;a;Julia;ser;máis;produtiva;a última hora;11;A;subject;grammatical;match;declaroulle;fem;ser;Ela declaroulle a ela ser máis produtiva a última hora.;2.0;0.0099029541015625;37.65739059448242
11;B;Nuria;declaroulle;a;Diego;ser;máis;produtiva;a última hora;11;B;subject;grammatical;mismatch;declaroulle;fem;ser;Ela declaroulle a el ser máis produtiva a última hora.;2.0;0.09968948364257812;27.991558074951172
11;C;Álvaro;declaroulle;a;Julia;ser;máis;produtiva;a última hora;11;C;subject;ungrammatical;match;declaroulle;fem;ser;El declaroulle a ela ser máis produtiva a última hora.;2.0;4.895298004150391;30.909591674804688
11;D;Álvaro;declaroulle;a;Diego;ser;máis;produtiva;a última hora;11;D;subject;ungrammatical;mismatch;declaroulle;fem;ser;El declaroulle a el ser máis produtiva a última hora.;2.0;6.489677429199219;48.59261703491211
11;E;Nuria;mandoulle;a;Julia;ser;máis;produtiva;a última hora;11;E;object;grammatical;match;mandoulle;fem;ser;Ela mandoulle a ela ser máis produtiva a última hora.;2.0;0.06427001953125;31.870479583740234
11;F;Álvaro;mandoulle;a;Julia;ser;máis;produtiva;a última hora;11;F;object;grammatical;mismatch;mandoulle;fem;ser;El mandoulle a ela ser máis produtiva a última hora.;2.0;0.008670806884765625;22.44898223876953
11;G;Nuria;mandoulle;a;Diego;ser;máis;produtiva;a última hora;11;G;object;ungrammatical;match;mandoulle;fem;ser;Ela mandoulle a el ser máis produtiva a última hora.;2.0;7.015628814697266;29.369178771972656
11;H;Álvaro;mandoulle;a;Diego;ser;máis;produtiva;a última hora;11;H;object;ungrammatical;mismatch;mandoulle;fem;ser;El mandoulle a el ser máis produtiva a última hora.;2.0;6.8689117431640625;40.4895133972168
12;A;Adrián;manifestoulle;a;Raúl;ser;algo;desconfiado;cos compañeiros;12;A;subject;grammatical;match;manifestoulle;masc;ser;El manifestoulle a el ser algo desconfiado cos compañeiros.;2.0;0.08077621459960938;39.97998046875
12;B;Adrián;manifestoulle;a;Irene;ser;algo;desconfiado;cos compañeiros;12;B;subject;grammatical;mismatch;manifestoulle;masc;ser;El manifestoulle a ela ser algo desconfiado cos compañeiros.;2.0;0.10063934326171875;31.908058166503906
12;C;Silvia;manifestoulle;a;Raúl;ser;algo;desconfiado;cos compañeiros;12;C;subject;ungrammatical;match;manifestoulle;masc;ser;Ela manifestoulle a el ser algo desconfiado cos compañeiros.;2.0;0.09159469604492188;34.56989669799805
12;D;Silvia;manifestoulle;a;Irene;ser;algo;desconfiado;cos compañeiros;12;D;subject;ungrammatical;mismatch;manifestoulle;masc;ser;Ela manifestoulle a ela ser algo desconfiado cos compañeiros.;2.0;4.122791290283203;41.45853805541992
12;E;Adrián;consentiulle;a;Raúl;ser;algo;desconfiado;cos compañeiros;12;E;object;grammatical;match;consentiulle;masc;ser;El consentiulle a el ser algo desconfiado cos compañeiros.;2.0;0.067840576171875;39.71059036254883
12;F;Silvia;consentiulle;a;Raúl;ser;algo;desconfiado;cos compañeiros;12;F;object;grammatical;mismatch;consentiulle;masc;ser;Ela consentiulle a el ser algo desconfiado cos compañeiros.;2.0;0.07147216796875;35.12132263183594
12;G;Adrián;consentiulle;a;Irene;ser;algo;desconfiado;cos compañeiros;12;G;object;ungrammatical;match;consentiulle;masc;ser;El consentiulle a ela ser algo desconfiado cos compañeiros.;2.0;3.092010498046875;36.52198028564453
12;H;Silvia;consentiulle;a;Irene;ser;algo;desconfiado;cos compañeiros;12;H;object;ungrammatical;mismatch;consentiulle;masc;ser;Ela consentiulle a ela ser algo desconfiado cos compañeiros.;2.0;4.803977966308594;41.915714263916016
13;A;Enrique;prometeulle;a;Iván;estar;moito máis;espelido;antes de conducir;13;A;subject;grammatical;match;prometeulle;masc;estar;El prometeulle a el estar moito máis espelido antes de conducir.;3.0;0.18694686889648438;33.14809799194336
13;B;Enrique;prometeulle;a;Alba;estar;moito máis;espelido;antes de conducir;13;B;subject;grammatical;mismatch;prometeulle;masc;estar;El prometeulle a ela estar moito máis espelido antes de conducir.;3.0;0.7951850891113281;32.68186569213867
13;C;Patricia;prometeulle;a;Iván;estar;moito máis;espelido;antes de conducir;13;C;subject;ungrammatical;match;prometeulle;masc;estar;Ela prometeulle a el estar moito máis espelido antes de conducir.;3.0;0.5774002075195312;32.45880126953125
13;D;Patricia;prometeulle;a;Alba;estar;moito máis;espelido;antes de conducir;13;D;subject;ungrammatical;mismatch;prometeulle;masc;estar;Ela prometeulle a ela estar moito máis espelido antes de conducir.;3.0;2.251506805419922;40.72869873046875
13;E;Enrique;aconselloulle;a;Iván;estar;moito máis;espelido;antes de conducir;13;E;object;grammatical;match;aconselloulle;masc;estar;El aconselloulle a el estar moito máis espelido antes de conducir.;3.0;0.20998001098632812;26.683956146240234
13;F;Patricia;aconselloulle;a;Iván;estar;moito máis;espelido;antes de conducir;13;F;object;grammatical;mismatch;aconselloulle;masc;estar;Ela aconselloulle a el estar moito máis espelido antes de conducir.;3.0;0.19675064086914062;27.145599365234375
13;G;Enrique;aconselloulle;a;Alba;estar;moito máis;espelido;antes de conducir;13;G;object;ungrammatical;match;aconselloulle;masc;estar;El aconselloulle a ela estar moito máis espelido antes de conducir.;3.0;2.7004432678222656;31.63898468017578
13;H;Patricia;aconselloulle;a;Alba;estar;moito máis;espelido;antes de conducir;13;H;object;ungrammatical;mismatch;aconselloulle;masc;estar;Ela aconselloulle a ela estar moito máis espelido antes de conducir.;3.0;2.0039024353027344;33.98585510253906
14;A;Rosa;recoñeceulle;a;Andrea;estar;moi;confundida;polos cambios;14;A;subject;grammatical;match;recoñeceulle;fem;estar;Ela recoñeceulle a ela estar moi confundida polos cambios.;3.0;0.06409454345703125;27.782291412353516
14;B;Rosa;recoñeceulle;a;Rubén;estar;moi;confundida;polos cambios;14;B;subject;grammatical;mismatch;recoñeceulle;fem;estar;Ela recoñeceulle a el estar moi confundida polos cambios.;3.0;0.509918212890625;31.64765167236328
14;C;Ramón;recoñeceulle;a;Andrea;estar;moi;confundida;polos cambios;14;C;subject;ungrammatical;match;recoñeceulle;fem;estar;El recoñeceulle a ela estar moi confundida polos cambios.;3.0;5.586051940917969;35.929643630981445
14;D;Ramón;recoñeceulle;a;Rubén;estar;moi;confundida;polos cambios;14;D;subject;ungrammatical;mismatch;recoñeceulle;fem;estar;El recoñeceulle a el estar moi confundida polos cambios.;3.0;4.424774169921875;42.013587951660156
14;E;Rosa;recriminoulle;a;Andrea;estar;moi;confundida;polos cambios;14;E;object;grammatical;match;recriminoulle;fem;estar;Ela recriminoulle a ela estar moi confundida polos cambios.;3.0;0.030605316162109375;32.884368896484375
14;F;Ramón;recriminoulle;a;Andrea;estar;moi;confundida;polos cambios;14;F;object;grammatical;mismatch;recriminoulle;fem;estar;El recriminoulle a ela estar moi confundida polos cambios.;3.0;0.0717315673828125;52.9514274597168
14;G;Rosa;recriminoulle;a;Rubén;estar;moi;confundida;polos cambios;14;G;object;ungrammatical;match;recriminoulle;fem;estar;Ela recriminoulle a el estar moi confundida polos cambios.;3.0;1.9708023071289062;51.41682815551758
14;H;Ramón;recriminoulle;a;Rubén;estar;moi;confundida;polos cambios;14;H;object;ungrammatical;mismatch;recriminoulle;fem;estar;El recriminoulle a el estar moi confundida polos cambios.;3.0;3.4001235961914062;75.02913665771484
15;A;Vicente;reveloulle;a;Óscar;estar;moi;inquieto;polo xuízo;15;A;subject;grammatical;match;reveloulle;masc;estar;El reveloulle a el estar moi inquieto polo xuízo.;2.0;0.0391387939453125;28.171367645263672
15;B;Vicente;reveloulle;a;Mónica;estar;moi;inquieto;polo xuízo;15;B;subject;grammatical;mismatch;reveloulle;masc;estar;El reveloulle a ela estar moi inquieto polo xuízo.;2.0;0.194427490234375;23.280250549316406
15;C;Rocío;reveloulle;a;Óscar;estar;moi;inquieto;polo xuízo;15;C;subject;ungrammatical;match;reveloulle;masc;estar;Ela reveloulle a el estar moi inquieto polo xuízo.;2.0;0.472564697265625;26.474014282226562
15;D;Rocío;reveloulle;a;Mónica;estar;moi;inquieto;polo xuízo;15;D;subject;ungrammatical;mismatch;reveloulle;masc;estar;Ela reveloulle a ela estar moi inquieto polo xuízo.;2.0;4.056957244873047;37.84083557128906
15;E;Vicente;reprochoulle;a;Óscar;estar;moi;inquieto;polo xuízo;15;E;object;grammatical;match;reprochoulle;masc;estar;El reprochoulle a el estar moi inquieto polo xuízo.;2.0;0.051891326904296875;28.496028900146484
15;F;Rocío;reprochoulle;a;Óscar;estar;moi;inquieto;polo xuízo;15;F;object;grammatical;mismatch;reprochoulle;masc;estar;Ela reprochoulle a el estar moi inquieto polo xuízo.;2.0;0.03508758544921875;25.817909240722656
